Date,Pros,Cons,Advice to Management,Rating,Employement_status,Designation,Location,Work_Life_Bal,Culture_Values,Career_Opportunity,Compensation_Benefits,Senior Management
03-Dec-19,"It's good working in here, you can learn and the most",Less growth and recognition comparatively,,4,Current Employee,Anonymous Employee,,2,4,4,3,3
17-Dec-19,"The main pros is Salary ,mainly notice period,culture","The main cons is project deployment,senior management",,3,Current Employee,Associate,Chennai,1,4,4,4,1
17-Dec-19,Having good projects and learn some technical skills by implementing on it,Team members are arrogant and no work life. Balance for freshers,,3,Current Employee,Anonymous Employee,,2,3,4,3,3
17-Dec-19,"Work culture 
Employee health benefits
Projects ( you will be like 0.001% on bench ). Plenty of projects","No good hike 
Not fast promotions 
Higher level are fixed in their places for long time and not to loose them they play with developers ratings",,3,Current Employee,Associate,Hyderābād,3,3,4,2,2
17-Dec-19,"Work Life Balance 
Workplace","Low Salaries and compensation
Layoffs
Location traints
No WFH",,3,Current Employee,Software Developer,Hyderābād,4,2,2,2,3
01-Dec-19,Managers are good they are mostly technical.,Salary is not good that is the only con,,5,Former Employee,Associate,Bangalore,4,4,4,4,4
02-Dec-19,"Best Onsite Oppertunities
Balanced Skill Assessment","No timely Promotions
No timely yearly hike",,5,Former Employee,Anonymous Employee,,3,5,4,3,3
16-Dec-19,"Good Learning ,Excellent Environment ,Good package",As of now no cons,,2,Former Employee,Applications Developer,,3,4,3,4,3
16-Dec-19,"Work life balance , Culture","Salary , Management , Promotion , Career Opportunity",,2,Former Employee,Associate,Calcutta,4,4,2,3,2
01-Dec-19,Well understands employees need and help accordingly,Sometimes near politics takes place,,4,Former Employee,Anonymous Employee,,4,4,4,3,3
01-Dec-19,Number Of projects. good team members. average salary package. good hikes. work life balance.,overall good only as per service based industry,,4,Current Employee,Senior Developer,Bangalore,4,4,4,3,4
01-Dec-19,"good infra, good team and work place","politics by upper management, no work life balance",,4,Former Employee,Programmer Analyst,Chennai,3,3,3,3,3
02-Dec-19,Working environment is really good,Nothing as of now. Thanks,,4,Current Employee,Anonymous Employee,,4,4,4,4,4
02-Dec-19,Good work life balance,Managers company. No growth at all.,360 degrees review required.,4,Former Employee,Associate,Hyderābād,3,3,3,3,3
02-Dec-19,"Very good
Good clients
Good management
Good Cafeteria
Good atmosphere",Nothing to share .Good and awesome place to work.,,4,Former Employee,Anonymous Employee,,,,,,
02-Dec-19,"Good work environment.
It is easy to navigate and get to know work policy.","You need desperate companion ship of your friends and colleagues to get to know current policy.

Every day Trutime and 9 hr policy",,4,Current Employee,Anonymous Employee,,2,4,3,3,4
15-Dec-19,Good place to learn and grow,Inconsistency in some decisions by top management,,3,Current Employee,Anonymous Employee,,3,4,4,4,2
16-Dec-19,Flexi work timing with opportunity to learn,No much interaction with management,,3,Current Employee,Data Scientist,,3,3,3,3,3
30-Nov-19,I working in reputed IT company,"Project allocations, Ratings,no time to learning new things,leaves..",Nothing,5,Current Employee,Technical Lead,Chen,4,4,5,5,4
06-Jan-20,Only you can see CTS as Level Five Company.,"1. Increment Cycle is worst for Senior Employees and above. (December), In General every company gives in the month of Apr or till june.
2. When you are 10+ years experienced, No Project manager of Delivery manager is interested to place you in any project, they prefer only junior resources, 
3. No one will listen for project change if that project is not suitable for you.
4. If your project is profitable and you put your efforts alot through the year and any bad situation is arised in the month of increment cycle, you wont get your increment for that year.
5. You can find lot of useless resources on bench for longtime
6. Management is very bad.",Maintain the increment cycle month for all employees same instead of the designation.,1,Current Employee,Anonymous Employee,,1,1,2,1,1
16-Dec-19,"MNC
Regular exams for promotions keeps you skilled.","No cultural activities
Getting transfer or getting a release is next to impossible depending upon your location and supervisor",,2,Current Employee,Anonymous Employee,,2,1,1,1,2
16-Dec-19,"MNC
Regular exams for promotions keeps you skilled.","No cultural activities
Getting transfer or getting a release is next to impossible depending upon your location and supervisor",,2,Current Employee,Anonymous Employee,,2,1,1,1,2
30-Nov-19,Good work culture and good management.,none that I can think o.,,4,Former Employee,Anonymous Employee,,4,4,4,4,4
01-Dec-19,"Friendly environment and we can have work life balance, excellent work ethics and values","Less Hike, slow growth, training placement could be better",,4,Current Employee,Senior Developer,Chennai,4,4,3,4,3
14-Dec-19,"Good place to work
Good work life balance",Career progression is quite slow,Na,3,Current Employee,Anonymous Employee,,3,2,3,2,3
14-Dec-19,Good salary for people coming from Tier 2 companies,"Poor Management 
Poor salary for long timers
Poor infrastructure 
Long working Hrs though it depends on projects",People matters,3,Current Employee,Senior Manager,Pune,2,2,3,2,1
15-Dec-19,"Once we get into a project, we can learn a lot","Politics, They should start using new technologies",,3,Current Employee,Programmer Analyst,Bangalore,3,4,3,2,3
29-Nov-19,Technology is mainly considered and opportunity is good,Work life balance is less,,5,Current Employee,Associate,Calcutta,2,5,4,5,5
30-Nov-19,Best place for the young talented freshers.,Comfort zone which is more addictive and reduces creative thinking.,"Bring back old Cognizat Tradition, ethicists.",5,Former Employee,Design Manager,Chennai,4,5,5,4,4
04-Jan-20,"Nice Campus like every other MNCs
Flexible office times","A lot of politics
Shoe licking culture",,1,Former Employee,Anonymous Employee,,2,2,1,3,1
14-Dec-19,Variable pay payout amount is good.,"Typical solution based company with no proper work ethics in place.
Not a process oriented company.
Full of politics across some location.
No proper job security.",,2,Former Employee,Project Associate,,4,2,2,3,1
15-Dec-19,"1) Professional Management
2) Good work environment","1) Outdated technologies
2) On project training
3) Toxic management
4) Delay in hike and promotions
5) No learning programs for the freshers",,2,Current Employee,Associate,Chennai,2,4,2,3,1
29-Nov-19,"All time challenging work, will test your capabilities and skills",Differs from project to project and managers attitude,Counselling for healthy environment promotion is essential,4,Current Employee,Manager,Hyderābād,3,4,4,3,3
29-Nov-19,Good company rest depend upon your project,"appraisal system not good ,big divide in terms of compensation among the rating",,4,Current Employee,Associate,,2,3,3,2,2
29-Nov-19,"The environment and people around 
you are really good, helpful and one of the best work place","Cognizant HR's need to know everything about the policies but the HR I worked with has nill knowledge about the company rules.
Dissapointed with the hike.","The process of hiring associates senior associates leads and manager is good.
If you can improve the hiring quality of HR will be really great and helpful to the team.",4,Former Employee,Senior Associate,Hyderābād,4,4,4,2,4
29-Nov-19,"Always ahead of the curve when it comes to adopt changes whether it is people, process or technology.",The Pay parity is growing between long timers and laterals,Not as such,4,Current Employee,Delivery Manager,Hyderābād,4,4,4,3,4
29-Nov-19,"Established Process 
No Delay in Payment of Salaries
Good Team Work","Multiple Layers
No learning culture",,4,Current Employee,Anonymous Employee,Hyderābād,4,3,3,3,4
13-Dec-19,Very good to work with Cognizant,Hikes are very less now a dayd,,3,Former Employee,Anonymous Employee,,4,4,3,3,3
29-Nov-19,"Good pay for lateral hires.
Nice on-site opportunities.","Lots of politics, most of the benefits will be given to the ones that butters the higher management people.",Nil,5,Current Employee,Associate,Chennai,3,4,4,4,3
13-Dec-19,"Good salary, nice office, leaves,",Depends on which project you have been working,,2,Former Employee,Technical Support Engineer,Pune,1,4,1,3,1
24-Nov-19,"Good place to work, good learnings, management people are approchable","No cons Except the travel distance , WFH is very less, Can give WFH options to those who are coming from long distance.",Nothing,5,Current Employee,Anonymous Employee,,,,,,
28-Nov-19,Flexible timings. Work and life balance is good.,Lack of new technology,,4,Current Employee,Anonymous Employee,,5,3,3,2,2
28-Nov-19,Good work environment and management,No cons so far found.,,4,Current Employee,Program Analyst Trainee,,,,,,
28-Nov-19,team lunch is great and culture,less salary for freshers and timing,,4,Current Employee,PAT,Hyderābād,4,4,4,4,3
28-Nov-19,"over all work culture from an IT service stand point is good, you get chance to innovate(particular projects). helping hands now and then for most of your problems. Reasonable ask.",management Hierarchy is a problem.Most of the time Grades matters.,,4,Current Employee,Manager,Chennai,4,4,3,3,3
28-Nov-19,Good benefits and employee friedly,I felt that there is no cons,"Nothing to management team, since they all doing good",4,Former Employee,Anonymous Employee,,,,,,
28-Nov-19,flexible place and good project management,no cons at all in CTS,Would request to remove the 9 hours clocking mandatory,4,Current Employee,Associate,,4,,,,
28-Nov-19,You will get Healthy learning,There are Long working hours,,4,Current Employee,Anonymous Employee,,3,2,4,2,4
12-Dec-19,"Good boss, good work life balance",Saturated work after some time.,,3,Former Employee,Anonymous Employee,,4,3,3,3,4
12-Dec-19,Good bonding and nice environment,Pay is very less but work is more,,3,Current Employee,Process Specialist,Bangalore,2,3,3,2,2
12-Dec-19,Nothing much to highlight same as other companies,"No proper hike and proper appraisal Cycle
Technology growth depends upon the project and practice u are associated with
No VISA nominations",,3,Current Employee,Tech Specialist,Bangalore,3,3,3,3,3
13-Dec-19,Work environment is good. The company's culture is good.,Incentives and Hikes are not at par as per the market standards.,,3,Former Employee,Legal Manager,Bangalore,4,4,2,2,2
13-Dec-19,Mnc based on usa is good for onsite,Mnc company but now not good to work,,3,Current Employee,Anonymous Employee,,3,3,3,3,3
25-Nov-19,Good professional and personal life balance,I was not able to found any,,4,Former Employee,Senior Associate,Noida,5,4,4,3,4
27-Nov-19,Salary wise the best place to work,No complete job security for people here at cognizant,,5,Current Employee,Process Specialist,Hyderābād,3,1,5,5,1
27-Nov-19,Nice company to start your company.,No downside good organization to work with.,,4,Former Employee,Anonymous Employee,,3,3,3,3,3
27-Nov-19,"Chill Atmosphere , great work life balance buy depends on project to project","Old projects , Mangament issue",,4,Current Employee,Associate,Pune,4,4,3,3,4
27-Nov-19,"Work life balance
As fresher it is a good start here
Hikes are ok.","Growth very slow
Time in office management","Since the organization is getting bigger, need some changes to make the employees to feel ' to belonged' here",4,,Software Developer,,4,4,5,4,4
28-Nov-19,Good Organization with flexible hours of working,Market says that its not safe,,4,Current Employee,Anonymous Employee,,4,4,3,3,4
28-Nov-19,Good company to work with,More layoffs these days at mid level,,4,Current Employee,Senior Associate,,4,4,4,4,4
28-Nov-19,"Company has great source of learning. 
Some projects have work life balanced roles.
Work from home at times (based on manager`s approval)
Recent conversion of Vacation leave as Earned Leave","No much choice of projects to choose
No much onsite opportunities
Depending on project assigned, either it may be too complex or relaxed one","Please get projects outside NA like other indian companies which 
1. prevents single point of failure. 
2. enables employees to get onsite opportunities allowing them to stay longer with the company.",4,Current Employee,Senior Associate,Chennai,3,4,3,3,4
26-Nov-19,Good company to work for,Aprisals are the only problem,,4,Current Employee,SPE,Hyderābād,4,4,3,4,4
27-Nov-19,The  of Cognizant are many whereas the cons are less.,No suitable con is found.,Hike the salaries of the trainees.,4,Former Employee,Anonymous Employee,,3,3,3,3,2
27-Nov-19,"Nice, i have been working from last 1year !! it;s very good company as compare to Other service base companies",No Shift allowance ! not good for EMP,,4,Current Employee,Senior Software Engineer,Pune,4,4,4,4,4
27-Nov-19,Working culture is very good,Career wise not good.,,4,Current Employee,Anonymous Employee,,,,,,
27-Nov-19,Nice company to start your company.,No downside good organization to work with.,,4,Former Employee,Anonymous Employee,,3,3,3,3,3
27-Nov-19,"Chill Atmosphere , great work life balance buy depends on project to project","Old projects , Mangament issue",,4,Current Employee,Associate,Pune,4,4,3,3,4
27-Nov-19,"Work life balance
As fresher it is a good start here
Hikes are ok.","Growth very slow
Time in office management","Since the organization is getting bigger, need some changes to make the employees to feel ' to belonged' here",4,,Software Developer,,4,4,5,4,4
11-Dec-19,"Long Term Assignments, Onsite Opportunities",Heavy pressure in the work environment,,3,Current Employee,Anonymous Employee,,2,5,4,5,4
11-Dec-19,"&gt;employee benefits.
&gt;some really good projects to work for.
&gt;transparency","&gt;salary structure
&gt;less learning
&gt;compensation /hike 
&gt;they don't value their old employees",don't let go of atleast the loyal and hard working employees just because of salary issues,3,Former Employee,Associate,Bangalore,4,4,3,2,3
11-Dec-19,"Everything is fine if you get a good project otherwise depends upon how much you are interested to make ur career in a right direction,you can change the project but after 2 years or depends upon manager work culture is similar to other MNC again that also depends upon ur project you are associated with.","9 hours are compulsory even if no work ,less outings, less fun activities career growth is very less, less hike",No need as they won't care...,3,Current Employee,Programmer Analyst,Hyderābād,3,3,3,3,4
11-Dec-19,"Everything is fine if you get a good project otherwise depends upon how much you are interested to make ur career in a right direction,you can change the project but after 2 years or depends upon manager work culture is similar to other MNC again that also depends upon ur project you are associated with.","9 hours are compulsory even if no work ,less outings, less fun activities career growth is very less, less hike",No need as they won't care...,3,Current Employee,Programmer Analyst,Hyderābād,3,3,3,3,4
11-Dec-19,Technical growth is good and good support from managers if we perform well,Work life balance is bit unstable as sometimes we need to work even on weekends,,3,Current Employee,Programmer/Analyst,,3,4,3,3,3
11-Dec-19,Job security and good clients,Mandatory 9 hours daily even if you have no work,,3,Current Employee,Anonymous Employee,,2,4,3,3,3
11-Dec-19,#NAME?,"- working from client premises, you're cutoff from happenings in Cognizant campus",,3,Current Employee,Anonymous Employee,Bangalore,4,4,4,3,3
11-Dec-19,Onsite opportunities after 5-6 years,Exit from project is very difficult,,3,Former Employee,Associate,Pune,3,3,2,1,3
26-Nov-19,"Friendly environment
Best place to learn new technology
Build up carrer
Work life balance",they have assessments for each hierarchy,,5,Former Employee,Associate,Cochin,5,4,5,3,4
26-Nov-19,Its good for exp people,No work life balance no work life balance,,5,Current Employee,Anonymous Employee,,4,4,4,4,4
26-Nov-19,"Na Better opportunities , work life balance , on-site opportunity",Nothing much to say about,Please increase hike,5,Former Employee,Sales Associate,,3,4,4,4,3
26-Nov-19,No  in Cognizant Technology,Very good company to work,,5,Former Employee,Infrastructure Technology Specialist,Pune,5,,,,
26-Nov-19,"Good team, good work and promotions and work life balance.","Traffic, travelling took more than 90 mins sometimes",,5,Current Employee,Software Engineer,Chennai,5,5,5,5,5
11-Dec-19,You will get on time salaries apart from there is nothing you will get from this company.,"Worst Management, All Dirty Politics especially Chennai based region. They will crush like anything to get the work done and put you to multiple projects to generate more revenue. one of the worst company I have seen so far.","Remove All Senior Managers and Above Level, No use of them just doing by dirty politics.",2,Current Employee,Associate,Chennai,1,1,2,2,1
11-Dec-19,Free job no pressure environment good,Time time time time' time,,2,Former Employee,Anonymous Employee,,2,2,2,2,2
26-Nov-19,"Flexible, Employee friendly and give work from home option",Trutime is only the drawback for CTS,,4,Current Employee,Anonymous Employee,,4,3,4,3,3
26-Nov-19,Nice company with good pay for fresher's,There are nothing cons as such,,4,Current Employee,Anonymous Employee,,4,4,4,2,4
26-Nov-19,Good company and must work in good environment,no downsides and Employee frendly company,,4,Former Employee,Process Specialist,Hyderābād,3,3,3,3,3
26-Nov-19,Good company and better opportunities,No flexibility to change technology and no transparency.,,4,Former Employee,Associate,Bangalore,3,3,3,3,3
26-Nov-19,"Work life balance, overall work culture",overall growth as per the project,,4,Current Employee,Medical Writer,Airoli,4,4,4,4,4
26-Nov-19,Great place to work with the collegues,Ther is no such cons that i came across,,4,Former Employee,Anonymous Employee,,4,4,4,4,
26-Nov-19,"Great work culture, friendly management",There is no cons at the moment,,4,Former Employee,Associate,Chennai,4,4,4,4,3
26-Nov-19,Good place to learn,No work life balance,,4,Current Employee,Systems Administrator,Bangalore,1,3,4,3,1
26-Nov-19,Good company for freshers to learn and get exposure,"Hikes and salary is not good.
And work satisfaction is ignored.",,4,Current Employee,Automation Developer,,4,4,4,3,4
26-Nov-19,Cognizant has great work culture,tant organizational changes happening in Cognizant,,4,Current Employee,Anonymous Employee,,3,4,4,4,3
10-Dec-19,"MNC, corporate exposure , also getting to know how to overcome office politics ...","Meagre projects, faulty management, mediocrity at its best... People coming to office at 1 in the afternoon and leaving at 10 at night just to show they are doing a lot of work.... Mangers promising lucrative technologies and assigning worthless work...",Hopefully you guys keep on doing things as it is and reach record breaking high attrition rates... Keep on rewarding the mid level managers who are essentially worthless with no ambitions whatsoever and go on dragging down the company name... Oh yeah keep on changing CEO's and repeat the same mistakes... Cheerios,3,Former Employee,Programmer Analyst,Calcutta,2,1,1,3,1
10-Dec-19,"Environment 
Culture 
Work-Life 
Trainings 
Team","Less pay
Increment
Promotions
Effectiveness of Higher level management",,3,Former Employee,Anonymous Employee,,4,3,3,2,3
10-Dec-19,Overall a Good Company until you are in a good project.,"* Work Life Balance is a nightmare here. 
* No concession given for a Woman Employee.
* Everything depends on your Line Manager here. If your Line manager likes you, you will get leave, Wfh often and Good Hike. 
* Hell Lot of Politics within the project.",Please educate the managerial Persons to respect their Employees concerns.,3,Current Employee,Senior Systems Engineer,Chennai,1,4,3,3,3
10-Dec-19,Good company to work here.,Nothing as such as of now.,,3,Current Employee,Anonymous Employee,,,,,,
10-Dec-19,Company will give you more opportunity in term of variety of projects with available technology and tools.,"Time restriction is worse here in this company. Even though you wont have work you will have to serve 9hr. Also, in some project they follow strict 8hr odc hrs. Which is not at all good imposing these rule. Mostly less work from home will be given. So better choose wisely.",,3,Current Employee,Associé,Bangalore,2,3,3,3,
10-Dec-19,Fortune 500 company. Equal opportunity employer.,Company is good. But it is completely manager driven ..HR holds no value in there.,Need to take CAP for managers and above it should not always one way 2 way feedback mechanism to be there along with an open door policy. Allowances to be paid accurately and timely this is one of the key contributions of people getting dissatisfied.,3,Current Employee,Team Lead,Hyderābād,3,3,4,5,4
10-Dec-19,Good recognition for the work done,"No incentives, growth, leaves, OTs for life",,3,Former Employee,Junior Process Executive,Hyderābād,2,4,2,2,4
31-Dec-19,Very very very Chill life,"No goals , pathetic culture",,1,Former Employee,Anonymous Employee,,2,1,1,1,1
31-Dec-19,Very very very Chill life,"No goals , pathetic culture",,1,Former Employee,Anonymous Employee,,2,1,1,1,1
10-Dec-19,Not many i can think of,Managers are not so good.,,2,Former Employee,Anonymous Employee,,1,1,2,1,1
25-Nov-19,"Flexible work hours
Direct client communication experience","Low onsite opportunities
Average cafeteria and canteen",,4,Former Employee,UI Developer,Cochin,4,4,3,4,3
25-Nov-19,"Good learning for beginners
Employee friendly facilities",Nothing as such to tell,,4,Former Employee,Anonymous Employee,,5,5,5,2,
25-Nov-19,good company to start with,less salary compared to marker,,4,Former Employee,Anonymous Employee,,,,,,
25-Nov-19,Good transportation facilities are provided here.,Lower hikes and more OT,,4,Former Employee,Anonymous Employee,,3,3,3,3,3
25-Nov-19,So many people to learn,Only politics all the time,,4,Current Employee,Programmer Analyst Trainee,Pune,2,5,4,4,4
25-Nov-19,Good working style with the latest technologies,Nothing bad about this company,,4,Former Employee,Anonymous Employee,Hyderābād,4,4,4,3,3
25-Nov-19,"work-life balance, good projects, career growth, healthy work environment","pay, salary revisions, leave policy, food is not god and travel services",,4,Current Employee,Project Manager,Chennai,5,5,5,4,4
25-Nov-19,Good work environment. Best projects for career growth.,No cons as such i feel.,,4,Current Employee,Anonymous Employee,,4,3,4,3,3
25-Nov-19,Excellent Onshore opportunities and diversity of areas to explore your potential.,"Due to more of client focus, sometime it impacts the work life balance.",,4,Current Employee,Project Manager,Bangalore,3,4,4,3,3
25-Nov-19,Good working env but service based so work life balance is nill,are the same as above with pros,,4,Current Employee,Programmer Analyst,Chennai,1,2,4,3,3
25-Nov-19,"Good work culture, work life balance is good.",Appraisal is poor since the overall growth of the organisation is facing issues,Need to improve,4,Current Employee,Programmer Analyst,Pune,4,4,4,2,3
25-Nov-19,Projects are really good to work and learn,Hike and promotion are not as good,,4,,,,,,,,
25-Nov-19,"1. Good Learning Opportunities
2. Good Onsite Opportunities","1. Layoff 
2. Less Work Life Balance",,4,Former Employee,Associate,Calcutta,3,5,5,4,3
25-Nov-19,Good Facilities. Good offices. Activities.,Not satisfied for Learning opportunities and team environment for new generation engineer's,,4,Current Employee,Programmer/Analyst,Bangalore,4,3,3,3,3
25-Nov-19,"Good company to work at ,i joined as fresher.","No cons,you get opportunity to learn consistently",,4,Former Employee,Associate,Hyderābād,4,3,4,3,3
09-Dec-19,"Knowledge Growth, Exposure to varied verticals","No work Life Balance, Low salary",,3,Former Employee,IT Project Manager,Bangalore,,,,,
09-Dec-19,wonderful work culture and good management,so far nothing. need better food,Good,3,Current Employee,Anonymous Employee,,,,,,
09-Dec-19,"Many platform for learning.
Liberal culture.",Need to get more development projects from overseas.,,3,Current Employee,Associé,Chennai,3,4,3,3,3
24-Nov-19,Good best better two good,The best company to work for employees,More work life balance needed for the employees,5,Former Employee,Anonymous Employee,,,,,,
24-Nov-19,work environment is very good,i dont have any cons,,5,Former Employee,Programmer Analyst,Chennai,5,5,5,5,5
30-Dec-19,Not that i found any,Its a very Bad company,,1,Current Employee,Anonymous Employee,,,,,,
24-Nov-19,Good opportunities to learn. Well experienced peers.,Work timing is is very bad. but it is based on the projects,,4,Former Employee,Associate,Chennai,3,4,4,3,1
24-Nov-19,"Wealth , Success , Environment , Profitability , Comfort",Transportation Distance Issues Importance Result,Nothing,4,Current Employee,SME,Pune City,3,4,4,4,3
24-Nov-19,"Good management 
Good work life balance","Lack of learning scope
Nothing else",,4,Current Employee,Anonymous Employee,,4,4,4,3,4
24-Nov-19,"Good learning exposure, Good work culture",Nowadays job security is less,,4,Current Employee,Tech Lead,Chennai,4,4,4,3,3
24-Nov-19,You will learn many things and seniors will help you out,In hand is less compare to other company,,4,Current Employee,Programmer Analyst,,,,,,
24-Nov-19,Great work culture and helpful colleagues,"Less salary, dependency on ratings given by superiors who may not be honest with appraisal",Less dependency on ratings for promotion,4,Current Employee,Anonymous Employee,,3,3,3,3,3
24-Nov-19,Great work culture and a decent hike,Have to complete company training mandatory,,4,Current Employee,Anonymous Employee,,4,4,4,3,3
24-Nov-19,"A great org culture that promotes performance, initiative, being proactive and growth mindset. Ample opportunities for personal development be it in business, technology or operations. A very conducive culture for women and long timers who have a track record for high performance.","With the leadership change at the top, the org is going through a complete rejig, which I am confident will shape the future of the company. Only guidance/ tip to prospective employees is take an agnostic view to media news... some of it is major hype and negativity. Take a strong look at the company's track record, including the rationale for announced changes and you'll see a clear picture.","Proactive communication to employees, industry as well as to prospective employees. Make the employee on boarding process simpler and faster. Keep the ongoing communication channels open and 2 way.",4,Current Employee,Senior Business Dev Manager,Chennai,5,5,5,3,5
08-Dec-19,Cool place to work and enjoy,Bench concept and waiting for relocation,,3,Current Employee,Anonymous Employee,,3,3,3,3,3
08-Dec-19,Working environment and learning is good fr freshers,Pressure at times due to project deadlines,,3,Current Employee,Systems Analyst,Sholinganallur,,,,,
08-Dec-19,It gives good compensation to laterals compared to other MNCs',#NAME?,Atleast enable employees to download free software from a common org managed folder. This will ease the process and people can start working.,3,Current Employee,Anonymous Employee,,3,3,2,3,2
08-Dec-19,Good company to start your career and good opportunity,Low salary hike and promotions,,3,Former Employee,Anonymous Employee,,4,3,3,2,3
23-Nov-19,It is very good company,It is very good company. It has many new technologies,,5,Current Employee,Senior Dotnet Developer,Chennai,4,4,4,4,4
23-Nov-19,Awesome salary package I received seriously.,Nothing much to put in this box,,5,Current Employee,Anonymous Employee,,,,,,
29-Dec-19,I don't have any pros.,Almost everything here was bad.,,1,Former Employee,Senior Process Analyst,Hyderābād,1,1,2,1,1
23-Nov-19,"Different roles are easy to find 
FnA processes have been added and are thriving","Increment for senior manager + levels is given very late. 
Currently undergoing resource downsizing and layoffs.","Meritocracy should determine performance incentives
Incentives should be given on time and without delays. Irrespective of designations.",4,Current Employee,Service Delivery Manager,Hyderābād,3,4,4,3,4
23-Nov-19,"Good training, development projects, working environment",LESS SALARY for the SAME WORK,,4,Current Employee,Programmer Analyst,,,,,,
23-Nov-19,"Good training, development projects, working environment",LESS SALARY for the SAME WORK,,4,Current Employee,Programmer Analyst,,,,,,
23-Nov-19,good work life balance and career growth,nothing as much but i would specify to make canteen good,,4,Former Employee,Programmer Analyst @ Cognizant Technology Solutions,Chennai,,,,,
23-Nov-19,Good facilities. Nice infrastructure. Versatility in job roles. Interactive HR.,"No training initiatives for juniors/freshers. Don't expect salary hikes to be really good here. Even if you work with your full potential here, do not expect salary hike more than 15%. If you want to survive here, learn to be a slave to your manager (you might have to wash his/her underwear to get timely promotions).",,4,Current Employee,Senior Windows Engineer,Calcutta,3,2,4,2,1
23-Nov-19,"Work Life Balance, Wide range of opportunities within Cognizant",Yes Man attitude is required,,4,Current Employee,Anonymous Employee,,4,3,4,3,4
23-Nov-19,Training is very good you can learn everything,Some times you deployed into the projects with irrespective of your training,,4,Current Employee,Anonymous Employee,,,,,,
07-Dec-19,Nothing as of now... earlier it used to have decent increments and bonus but not now,"Low salary
Time in office
No new learning",Dont torture working people but reduce senior management,3,Current Employee,Senior Manager,Pune,3,2,3,2,3
07-Dec-19,"Good work culture, Learning for better career growth","Low salary hikes, Slow management process",Nil,3,Current Employee,Anonymous Employee,,2,2,3,2,2
22-Nov-19,Good place to work with good working environment,"Nothing much, Good place to work with good working environment",,5,Current Employee,Anonymous Employee,,,,,,
22-Nov-19,"work life balance, good learning environment",There is nothing related to cons,,5,Current Employee,Software Developer,Mumbai,5,5,5,5,5
22-Nov-19,Many Technical skill based Projects are available,Delayed Appraisal Cycles year on year,,5,Current Employee,Anonymous Employee,,4,5,4,4,5
22-Nov-19,Friendly environment to work. Great place.,No there are no cons,,5,Current Employee,Anonymous Employee,,,,,,
22-Nov-19,"1. New things to learn
2. Helpful seniors
3. Give u stage to express yourself
4. Work culture is good",I hate cognizant bantala location,,5,Current Employee,Information Security Engineer,Calcutta,4,4,4,4,4
22-Nov-19,"1. Good Management
2. Working on niche technology.
3. Good customer base
4. Satisfied environment",Don't see any. All I see is very good.,Good going,5,Current Employee,Senior Solutions Architect,New Delhi,4,4,4,4,4
07-Dec-19,Good and understanding people with helping tendancy,No hike and motivation to do better.,Provide hike,2,Current Employee,Senior Analyst,Chennai,1,3,3,1,1
18-Nov-19,"Actually the environment for working is very good and HR polices is also adaptable and leave policy , topup facilities for additional timing is very good.",Need to maintain 9 hours mandatory which is very difficult and everything depends on prjct not on management . Salary perspective it’s comparatively giving less salary for person who joined as fresher,Keep up your good going,5,Current Employee,Associé,Chennai,3,5,4,3,5
22-Nov-19,"Good environment
Easy Training 
I had to leave for Master's and the release process was very fast","Few Leaves allowed
Would be amazing if they had a on location housing option like TCS (during training)",,4,Former Employee,Programmer/Analyst,Pune,5,5,5,4,5
06-Dec-19,"Good work life balance,friendly atmosphere",Will be deployed in outdated technologies too.,,3,Current Employee,Associate,Chennai,4,3,4,5,3
06-Dec-19,Good work environment. Co-Ordination between is well.,If you are joining as a fresher the management will not see if you are having any specific skills or not they will directly shoot into the support kind of project where you will not any kind of technical things.,Just ask and test the technical skills for joiners and assign projects according to their knowledge please. It will ruined their life if you are carry on following your curent project allocaion policy,3,Current Employee,Programmer Trainee,Hinjewadi,4,4,3,3,2
06-Dec-19,"Good opportunity of learning (only process wise)
may get work from home, if manager allows","less salary
less hikes
no annual days
no celebration
worst working environment
a lot of work pressure
no agility
no soft skills training","Listen to employees
understand employee needs
just do not follow the old trend",3,Current Employee,Anonymous Employee,,1,1,2,1,1
21-Nov-19,Good pay is provided. Good company to be with.,No cons to tell as such.,,5,Former Employee,Senior Associate,Coimbatore,3,5,4,4,5
21-Nov-19,Good pay is provided. Good company to be with.,No cons to tell as such.,,5,Former Employee,Senior Associate,Coimbatore,3,5,4,4,5
21-Nov-19,Good work culture and learning platform,sometimes good work are not recognized properly,,5,Current Employee,Anonymous Employee,,5,5,5,4,5
21-Nov-19,flexible timing and decent work culture,not much responsibilities for freshers,,4,Former Employee,Anonymous Employee,,4,3,4,2,3
21-Nov-19,High Learning opportunities available in Cognizant,Very less Onsite opportunities for US,,4,Current Employee,Anonymous Employee,,,,,,
21-Nov-19,Working as an Informatica developer,No correct evaluation happening here,,4,Current Employee,Informatica ETL Developer,Eranakulam,5,5,5,5,5
21-Nov-19,Go place to learn and grow,Top management is bias,,4,Former Employee,Anonymous Employee,Chennai,1,4,3,2,1
21-Nov-19,"Good salary package 
Employee benefits 
Opportunities to learn new technologies 
Recognition and promotion",No balance in work and life,,4,Former Employee,Associate,Bangalore,2,5,5,5,4
21-Nov-19,Good experience so far.. Better job security. Good policy.,Not quality work most of the time.,,4,Current Employee,Senior Manager,Bangalore,4,3,3,3,3
